Data,AAPL,ATSG,AVNW,BOOM,BREW,BRK_A,CPRT,EZPW,HWKN,HXL,HZO,IART,IBKC,INGR,MPWR,INO,INSM,INSY,SEAC,MCHP,MCHX,NTRS,NUAN,SCSS,TBBK,TCBK,UTHR,YRCW,YUM,ZIXI
2008-09-15,140.36,0.91,8.05,25.87,3.41,119900,46.04,15.56,17.35,18.02,8.38,43.1,54.94,35.24,18.5,0.718,0.588,0.3701,8,28.64,10.76,84.09,14.23,2.14,5.38,17.19,109.64,13.98,37.91,2.12
2008-09-16,139.88,0.9,8.31,27.48,3.21,125000,46.42,16.35,16.83,18,8.01,43.89,58.63,34.55,18.21,0.8,0.52,0.35,8.17,29.6,10.55,80.34,14.32,2.13,5.5,18.88,110.45,13.91,38.4,1.9
2008-09-17,127.83,0.85,7.71,25.24,3.37,124800,44.91,15.89,17.4,16.38,7.72,44.18,57.01,32.65,18.28,0.6377,0.5254,0.3693,8.29,28.5,9.96,70.72,13.51,1.86,5.07,17.84,103.9,13.65,37.16,1.85
2008-09-18,134.09,0.84,7.92,27.48,3.2,128010,43.83,15.4,17.48,17.78,8.78,46.96,59.88,33.39,18.68,0.64,0.536,0.35,8.76,30.45,11.41,75.45,13.74,1.91,5.47,22.44,106,15.01,38.97,2.09
2008-09-19,140.91,0.89,8.5,29.12,3.15,147000,42.93,16.54,18.21,18.97,9.25,47.59,62.5,35.36,19.08,0.65,0.5489,0.3,9.7,31.61,11.94,76.55,15.06,1.92,6.37,32.77,109,15.42,39.23,2.63
2008-09-22,131.05,0.83,7.8,29.35,3.39,131000,43.34,16.05,17.665,17.48,8.25,47.27,60.54,35.93,18.77,0.64,0.5495,0.3012,9.46,29.96,11.42,71,13.85,2.02,5.23,20.8,105.99,14.06,37.23,2.17
2008-09-23,126.84,0.76,7.69,28.01,3.15,128800,41.74,16.35,17.46,16.87,8.51,47.65,57.67,35.74,18.93,0.66,0.576,0.3,9.51,29.83,11.14,69.03,13.57,1.94,5.18,20.15,106.91,13.68,36.1,2.26
2008-09-24,128.71,0.81,7.02,28,3.32,133300,41,16.29,17.1,16.37,7.94,47.2,54.96,37.44,19.36,0.62,0.541,0.27,9.14,29.88,10.71,73.2,13.51,1.97,5,19.69,107.78,13.38,34.71,2.22
2008-09-25,131.93,0.81,7.38,26.51,3.3,133100,41,16.38,16.59,16.16,7.94,47.34,54.85,36.81,19.52,0.625,0.52,0.235,9.34,30.49,10.92,74.49,14.09,1.98,5.27,19.98,110,13.43,33.83,2.35
2008-09-26,128.24,0.74,7.52,25.56,3.42,135000,39.55,17.09,16.99,15.21,7.75,47.68,56.99,35,18.56,0.63,0.5,0.25,9.49,30.66,10.81,79.9,13.6,1.99,5.18,19.75,110.8,12.35,33.94,2.37
2008-09-29,105.26,0.72,7.34,22.32,3.4199,133800,37.64,17.48,16.79,13.36,6.91,46.23,51.81,29.55,16.05,0.6,0.5899,0.2399,9.59,28.04,10.06,64.87,12.5,1.96,5.26,19.7,106.04,11.82,32.13,2.12
2008-09-30,113.66,0.74,7.81,23.21,3.63,130600,38,18.8,17.58,13.69,7.23,44.03,52.85,32.28,17.37,0.62,0.5099,0.2204,9.66,29.43,10.29,72.2,12.19,1.65,5,21.53,105.17,11.66,32.61,2.26
2008-10-01,109.12,0.71,7.78,22.72,3.75,137000,37.93,18.28,17.32,13.03,7.16,45.62,55.16,31.76,16.84,0.75,0.48,0.23,9.49,28.82,10.07,71.54,14.02,1.75,5.5,21.84,106.04,11.09,32.74,2.215
2008-10-02,100.1,0.68,7.25,20.21,3.6101,137900,37.77,17.51,17.7,11.23,6.93,44.56,56.15,25.01,15.78,0.798,0.4399,0.22,9.02,27.39,10,64.81,12.86,1.54,4.93,21.82,103.98,9.66,31.53,2.09
2008-10-03,97.07,0.61,7.46,20.42,3.6,138500,37.64,16.94,18.1,10.56,6.92,44.98,55.64,24.82,15.52,0.78,0.4319,0.2092,8.15,26.95,9.61,64.03,12.78,1.49,4.75,21.33,100.55,7.57,30.79,2.04
2008-10-06,98.14,0.49,7.41,20.18,3.49,130800,35.1,15.99,17.19,10.19,6.37,42.3,54.69,23.91,14.64,0.718,0.35,0.16,8.17,26.17,8.28,60.68,12.12,1.4,4.51,21.15,94.84,6.89,28.31,1.82
2008-10-07,89.16,0.35,7.43,18.02,3.2001,124000,33.74,15.05,16.91,9.51,5.49,42.28,52.77,21.63,13.3,0.6215,0.4,0.18,7.15,25.2,7.86,55.43,11.43,1.31,4.26,18.29,93.54,4.86,27.5,1.75
2008-10-08,89.79,0.39,6.08,18.02,3.15,118000,33.02,13.88,17,9.33,5.33,39.69,49.56,21.58,13.95,0.43,0.3799,0.17,6.99,25.06,7.84,56.8,11.19,1.02,4.12,19.11,96.76,6.16,27.8,1.62
2008-10-09,88.74,0.38,5.77,16.79,3.179,114000,32.75,12.04,17.01,8.67,4.67,39.02,44.36,21.26,13.67,0.25,0.3689,0.165,6.6,24.65,7.02,50.92,10.71,0.82,4.08,15.64,91.53,6.22,26.68,1.53
2008-10-10,96.8,0.41,6.12,17.06,3.23,113100,34.49,12.57,16.98,8.96,5.1,32.79,46.05,21.01,13.19,0.34,0.36,0.15,6.46,24.21,7.19,56.57,10.37,0.98,3.5,17.79,90.37,6.53,27.57,1.54
2008-10-13,110.26,0.5,7.19,19.83,3.25,118000,36.43,14.07,16.96,10.54,4.8,35.03,51.69,23,15.18,0.45,0.4499,0.15,7.01,26.67,7.59,63.01,11.21,1.1,3.91,19.67,96.7,5.76,29.18,1.95
2008-10-14,104.08,0.48,6.73,19.13,3.15,118850,35.04,13.77,16.93,10,4.39,34.87,52.74,23.01,16.48,0.5,0.4,0.174,7.42,26.26,7.9,63.77,10.82,1.02,4.5,18.98,95.12,4.8,28.8,1.9
2008-10-15,97.95,0.48,6.11,16.83,3.1,113400,32.78,13.14,15.85,8.49,3.59,34.25,50.31,19.58,14.51,0.48,0.3699,0.2,6.89,22.82,7.08,54.93,9.75,0.89,4.02,17.46,90.02,3.9,26.26,1.75
2008-10-16,101.89,0.42,6.19,17.41,3.15,113150,32.54,13.97,16.66,8.98,3.49,35.35,52.98,20.03,15.82,0.43,0.3899,0.2,7.77,23.95,7.61,58.26,9.83,0.8,3.76,19.23,95.35,4.26,27.67,1.7
2008-10-17,97.4,0.49,6.39,16.83,3.15,119800,32.09,13.52,16.89,9.13,3.43,34.96,50.83,23.95,15.48,0.4799,0.5,0.2479,7.78,22.84,7.79,56.28,9.68,0.9,4.01,18.15,96.13,3.92,27.8,1.86
2008-10-20,98.44,0.42,6.57,17.87,3.1299,123500,34.75,15.1,16.62,9.85,3.06,35.25,49.94,24.53,14.98,0.4,0.4399,0.23,8.09,23.46,8,58.41,9.87,0.98,4.26,18.85,100.86,3.85,29.08,1.8
2008-10-21,91.49,0.37,6.53,17.08,3.1,121550,34.22,15.56,16.4901,10.63,3.07,34.72,48.5,23.05,14.12,0.37,0.435,0.22,7.59,22.23,7.63,58.19,9.31,0.83,4.03,18.57,100.77,3.71,27.83,1.93
2008-10-22,96.87,0.45,5.77,15.64,3.0101,117950,33.62,14.54,16.35,10.2,2.95,34.17,46.83,20,13.01,0.38,0.4195,0.2478,7.12,21.52,7.16,51.13,9.13,0.8,3.74,17.74,100.58,3.68,26.67,1.73
2008-10-23,98.23,0.37,5.67,15.24,3.15,115100,33.08,13.22,16.5,10.1,2.48,32.96,45.49,21.35,13.27,0.37,0.39,0.19,6.94,21.52,7.03,50.61,8.65,0.6,3.38,16.98,93.83,3.85,26.81,1.71
2008-10-24,96.38,0.33,5.53,13.71,3.09,111900,32.6,13.62,16.4099,9.15,2.03,31.76,44.51,22.99,14.43,0.37,0.41,0.19,6.58,22.38,6.66,49.54,8.52,0.55,3.08,15.55,88.88,3.19,26.02,1.7
2008-10-27,92.09,0.43,4.99,13.09,3.02,105126,31.46,13.21,15.9,8.48,1.72,31.05,43.09,20.33,14.09,0.38,0.4,0.18,6.5,23.15,6.45,49.68,7.61,0.5,3.45,15.5,80.97,3.51,26.24,1.609
2008-10-28,99.91,0.3302,5.56,13.99,3.02,107900,33.19,15.4,16.45,10.08,2.01,31.86,45.15,20.99,15.74,0.35,0.38,0.189,7.19,25.29,7,54.97,8.72,0.48,4.29,17.78,76.73,3.71,29.25,1.72
2008-10-29,104.55,0.31,5.5,14.57,2.92,110400,33.81,14.78,16.28,11.52,2.05,33.83,46.31,21.98,15.99,0.35,0.3899,0.18,6.73,24.73,7.09,55.11,9.22,0.5,3.95,17.93,79.65,4.1,28.48,1.62
2008-10-30,111.04,0.325,6.32,16.88,2.75,111700,33.94,16.64,16.05,12.9,2.31,36.65,48.75,24.61,16.65,0.36,0.3789,0.14,7.26,25,7.84,55.55,8.88,0.6,3.91,20.03,84.5,3.9,29.58,1.67
2008-10-31,107.59,0.325,6.63,19,2.7899,115490,34.9,15.84,16.32,13.2,2.32,37.54,50.94,24.32,16.99,0.37,0.3682,0.1325,7.64,24.63,7.68,56.31,9.15,0.48,3.74,21.54,87.23,4.47,29.01,1.79
2008-11-03,106.96,0.3,6.91,19.96,2.7399,117500,35.11,15.9,16.05,12.93,2.11,38.32,52.24,24.76,16,0.3,0.3899,0.135,7.79,24.65,7.42,53.34,9.69,0.56,4.08,23.08,90.02,5.35,29.6,1.82
2008-11-04,110.99,0.29,7,21.36,2.7101,118400,35.9,15.59,16.05,12.56,2.31,37.47,53,25.4,16.91,0.32,0.3799,0.15,8.05,25.28,7.47,57.33,10.3,0.65,3.96,23.55,86.9,5.71,30.6,1.8201
2008-11-05,103.3,0.29,5.97,19.62,2.689,117100,34.45,14.54,16.79,10.55,1.4,35.87,51.16,26.27,15.68,0.32,0.365,0.16,7.98,23.08,7.11,52.28,9.55,0.62,3.6299,23.26,87.1,4.9,28.33,1.85
2008-11-06,99.1,0.25,5.75,17.97,2.7,112200,33.84,14.44,16.35,9.85,1.43,34.64,49.84,23.97,14.11,0.32,0.3499,0.1708,7.6,21.76,6.84,49.86,8.94,0.61,3.61,21.88,85.62,4.03,27.06,1.82
2008-11-07,98.24,0.2401,5.87,18.75,2.6801,113000,32,15.26,16.3799,9.97,1.45,33.96,50.8,24.64,14.62,0.33,0.48,0.1514,7.63,22.15,6.83,51.5,8.9,0.63,3.49,22.53,88.25,3.93,27.33,1.84
2008-11-10,95.88,0.25,5.9,18.3,2.55,109999,31.56,15.44,17,9.82,1.25,34.39,50.14,24.32,13.56,0.3,0.5901,0.14,7.89,21.3,6.5,50.53,8.25,0.6108,3.37,22.1,86.39,3.92,26.66,1.81
2008-11-11,94.77,0.2001,5.72,18.08,2.59,106720,29.36,15.7,16.34,9.37,1.5,33.35,49.25,25.17,13.23,0.28,0.5699,0.1303,7.55,21.23,6.36,46.51,8.19,0.53,3.33,21.85,89.9,3.71,25.87,1.74
2008-11-12,90.12,0.18,5.49,15.76,2.5,103333,28.76,15.45,14.65,8.18,1.5,31.52,47.63,23.39,12.54,0.26,0.56,0.131,7.31,19.91,6.15,45.34,7.62,0.47,3.17,20.72,88.85,3.13,25.12,1.53
2008-11-13,96.44,0.16,5.74,17.12,2.48,102800,30.3,16.77,16.36,8.68,1.98,33.8,52.45,25.05,12.13,0.28,0.5643,0.12,7.9,21.23,6.55,49.8,8.18,0.45,3.41,22.25,93.89,3.34,26.06,1.68
2008-11-14,90.24,0.16,5.08,15.47,2.6,101000,27.93,15.35,15.35,8.16,1.65,33.14,48.84,23.91,11.26,0.24,0.62,0.11,7.37,19.75,5.91,44.92,7.48,0.51,3.17,20.57,90.52,3.09,24.98,1.58
2008-11-17,88.14,0.151,5.15,15.65,2.06,95615,26.15,14.55,16.09,7.73,1.68,33.15,48.27,25.39,10.58,0.22,0.6289,0.1002,7.5,19.48,5.61,42.16,7.74,0.45,3.11,20.85,58.62,2.72,25.5,1.5
2008-11-18,89.91,0.16,4.98,14.83,2.28,95550,26.38,14.55,15.7,7.41,2.6,32.01,49.49,26.63,10.06,0.198,0.6099,0.1,7.84,19.04,5.19,43.57,7.42,0.4197,2.91,21.1,55.4,2.25,25.37,1.41
2008-11-19,86.29,0.15,4.74,13.21,1.81,84000,25,13.71,15.7,6.33,2.77,30.31,47.65,24.88,9.75,0.16,0.6099,0.1,7.24,17.51,4.57,38.65,6.92,0.45,2.83,20.6,51.57,1.76,24.46,1.4
2008-11-20,80.49,0.19,4.77,11.65,1.3999,77500,24.98,13.38,14.94,5.76,2.81,28.33,46.8,22.99,8.74,0.2,0.55,0.1001,6.77,17.12,4.25,34.49,6.5,0.35,2.73,19.21,49.01,1.52,22.25,1.29
2008-11-21,82.58,0.156,5.01,11.91,1.52,90000,26.59,15,14.5,6.02,2.57,28.1,49.64,24.58,8.28,0.1805,0.541,0.11,6.56,17.56,4.09,37.94,7.2,0.235,2.7,20.61,49.88,2.24,24.22,1.27
2008-11-24,92.95,0.12,5.09,13.29,1.35,87500,26.37,15.89,14.79,6.36,2.53,29.43,52,26.73,8.99,0.22,0.5399,0.11,7,18.12,4.69,43.89,7.5,0.21,2.43,22.84,50.63,2.37,25.32,1.37
2008-11-25,90.8,0.229,5.05,14.02,2.1101,96400,26.29,15.97,14.76,6.8,2.23,30.21,50,27.62,8.95,0.2197,0.48,0.14,6.57,18.07,4.93,41.56,8.78,0.27,2.22,22.84,54.13,3.07,25.59,1.36
2008-11-26,95,0.28,4.94,15.24,1.9901,100700,26.29,16.61,14.78,7.37,2.99,31.36,52.41,28.04,9.81,0.19,0.5699,0.125,8.17,18.86,5.43,44.41,9.13,0.32,3,23.62,55.59,3.43,26.74,1.51
2008-11-28,92.67,0.3197,4.99,15.9,2.03,104000,26.67,16.49,14.78,7.5,2.78,31.49,52.65,27.4,9.57,0.185,0.62,0.13,7.92,18.5,5.58,45.89,9.18,0.36,3.12,23.81,54.83,3.88,26.94,1.48
2008-12-01,88.93,0.2995,4.04,12.92,1.81,98000,23.9,15.22,14.75,6.48,2.36,30.4,44.7,25.97,8.5,0.2,0.57,0.13,7.31,17.18,4.59,39.4,8.5,0.43,3.01,22.57,51.25,4.02,24.97,1.3
2008-12-02,92.47,0.32,4.28,13.93,1.92,101499,23.28,16.18,14.79,6.89,2.95,31.94,45.87,26.77,8.73,0.35,0.565,0.125,7.65,17.48,5.23,42.62,9.03,0.345,2.98,24.56,52.01,4.22,25.23,1.4
2008-12-03,95.9,0.3467,4.46,14.45,2.04,102000,23.4,16.85,14.41,7.28,3.07,32.48,47.83,27.77,8.74,0.35,0.5199,0.14,7.7,18.45,5.52,45.55,9.23,0.35,2.8,25.3,52.5,4.72,27.04,1.44
2008-12-04,91.41,0.36,4.3,13.81,1.99,98400,26.91,15.67,13.04,7.03,2.85,30.73,47.65,27.22,8.27,0.35,0.56,0.12,7.27,17.44,5.39,46.17,8.95,0.331,3.8301,22.88,51.34,5.24,27.71,1.37
2008-12-05,94,0.32,4.48,14.94,1.986,102700,25.63,16.94,13.76,7.45,3.11,31.82,50.82,29,7.74,0.39,0.49,0.13,7.47,18.18,5.71,50.58,9.02,0.291,3.68,25.24,53.73,5.11,29,1.25
2008-12-08,99.72,0.31,4.12,16.18,1.82,107000,25.7,17.5,14.02,8.13,3.37,32.48,47.8,29.96,9.02,0.45,0.57,0.1312,7.8,19.03,6.04,52.86,9.39,0.29,3.59,24.68,56.13,5.04,28.91,1.25
2008-12-09,100.06,0.28,3.81,15.04,1.7,107500,24.65,16.59,14,7.58,3.51,32.49,44.21,29.44,9.54,0.5,0.5401,0.1303,7.11,19.46,6.05,50.11,9.34,0.289,3.7,23.53,56.17,4.47,28.05,1.24
2008-12-10,98.21,0.27,3.61,15.83,1.61,104590,25.47,16.77,14.31,7.73,3.81,33.49,43,29.61,9.49,0.55,0.5299,0.1302,7.36,19.83,6.05,50.27,9.4,0.275,3.86,23.6,56.73,4.84,29.91,1.23
2008-12-11,95,0.27,3.56,14.92,1.5001,99500,26.15,16.35,14.56,6.91,3.04,32.21,42.83,28.6,9.56,0.52,0.5295,0.13,6.59,19.48,5.68,45.63,9.07,0.2503,3.6,22.1,55,3.95,28.19,1.2
2008-12-12,98.27,0.2799,3.79,16.02,1.2499,98390,25.67,16.87,14.75,7.31,2.95,33.1,43.67,29.75,10.21,0.52,0.53,0.13,6.79,20.48,5.98,45.79,9.51,0.25,4.06,23.4,58.48,3.87,27.86,1.2
2008-12-15,94.75,0.24,3.41,15.71,1.3,94951,25.64,16.94,15.35,6.74,2.95,32.81,42.04,28.66,10.37,0.52,0.5381,0.13,6.43,20.17,5.48,45.22,9.07,0.235,3.32,22.33,56.7,3.79,28.13,1.19
2008-12-16,95.43,0.21,3.63,17.58,1.33,101300,26.77,17.46,15.54,7.2,3.98,34.39,44.75,30.23,11.76,0.53,0.55,0.125,6.49,20.77,5.9,51,9.37,0.2575,3.47,23.7,60.2,4.13,29.96,1.15
2008-12-17,89.16,0.2,4,18.77,1.2,99000,27.49,17.56,15.63,7.74,3.75,35.72,45.05,30.92,12.93,0.5501,0.55,0.195,6.44,20.57,5.96,50.53,9.78,0.25,3.1,23.85,60.8,4.34,30.54,1.14
2008-12-18,89.43,0.2,4.55,18.01,1.2199,97800,26.92,16.25,15.484,7.81,3.53,35.78,44.94,29.59,12.14,0.52,0.5399,0.1602,6.48,19.17,5.91,49.36,9.59,0.2401,3.15,23.64,62.91,4,30.04,1.12
2008-12-19,90,0.195,4.97,18.31,1.15,96540,26.93,16,16.01,8.23,3.8,34.99,45.18,28.39,12.43,0.53,0.5,0.141,6.56,19.61,5.99,51.57,10.01,0.1902,3.18,24.94,62.7,4.12,30.39,1.11
2008-12-22,85.74,0.19,5,17.67,1.2355,94500,26.16,15.29,16.39,7.73,3.55,34.55,45.84,26.27,11.93,0.52,0.5199,0.149,6.42,18.97,5.46,49.97,9.61,0.2075,3.04,24.36,61.5,3.44,30.22,1.06
2008-12-23,86.38,0.21,4.65,17.88,1.2499,96900,26.68,14.93,15.835,7.03,3.24,33.92,45.63,27.37,11.84,0.55,0.525,0.13,6.27,18.34,5.4,49.42,9.53,0.2037,2.61,24.54,61.41,3.16,30.13,1.11
2008-12-24,85.04,0.21,4.87,18.17,1.2084,94000,26.51,14.81,15.18,7.28,3.19,34.31,45.8,27.72,11.68,0.6,0.5199,0.1399,6.53,18.48,5.21,49.58,9.45,0.203,2.79,24.13,61.14,2.57,30.39,1.0699
2008-12-26,85.81,0.2,4.7,18.98,1.16,93400,26.58,14.73,16.25,7.2,3.22,34.23,45.89,27.94,11.83,0.6001,0.5099,0.139,6.75,18.37,5.22,49.27,9.63,0.233,2.665,24.19,61.5,2.48,30.28,1.07
2008-12-29,86.61,0.19,5.06,17.99,1.13,92590,26.12,14.25,14.81,6.9,2.87,34.11,45.92,27.05,11.68,0.55,0.49,0.14,6.45,18.33,5.22,47.81,9.49,0.253,2.5,24.49,60.73,2.45,29.91,1
2008-12-30,86.29,0.185,5.11,18.31,1.2001,92000,26.47,14.81,14.8199,6.85,3.11,34.46,47.23,28,11.99,0.5399,0.475,0.1699,6.76,19.23,5.4,50.33,9.93,0.25,2.85,24.87,61.45,2.48,30.91,1.13
2008-12-31,85.35,0.18,5.16,19.31,1.2,96600,27.19,15.21,15.29,7.39,3.39,35.57,48,28.85,12.61,0.52,0.4675,0.1621,7.21,19.53,5.83,52.14,10.36,0.25,3.75,24.97,62.55,2.8,31.5,1.19
2009-01-02,90.75,0.31,5.36,20.07,1.18,99990,28.03,15.73,15.66,7.73,3.25,35.79,47.12,29.59,13.13,0.52,0.49,0.17,7.22,19.57,5.81,53.22,11.02,0.258,3.81,24.55,64.11,3.26,32,1.3001
2009-01-05,94.58,0.2805,5.55,19.98,1.2001,102600,27.9,16.09,15.265,7.67,3.35,34.79,45.93,30.55,13.53,0.53,0.4997,0.16,6.87,19.35,5.92,52.7,11.01,0.255,3.79,24.19,65,3.63,32.87,1.24
2009-01-06,93.02,0.2825,5.84,20.51,1.26,100090,28.18,16.79,15.5,7.85,3.54,34.06,45.92,30.52,13.95,0.55,0.4949,0.1502,6.94,20.01,6.01,54.17,11.27,0.34,3.99,24.36,65.94,4.38,32.81,1.3599
2009-01-07,91.01,0.27,5.58,20.58,1.2499,96490,27.27,14.18,15.5,7.51,3.35,32.71,44.19,30.13,13.01,0.5,0.4869,0.15,6.95,18.5,5.68,52.26,10.57,0.33,3.85,22.97,65.52,4.39,31.64,1.3
2009-01-08,92.7,0.2663,5.75,20.99,1.26,98700,27.64,13.79,15.51,7.95,3.32,32.22,44.36,29.08,12.65,0.51,0.4999,0.15,6.88,18.43,5.54,52.37,10.15,0.36,3.65,22.08,65.47,4.56,31.49,1.55
2009-01-09,90.58,0.26,5.77,19.89,1.27,94750,27.21,13.71,15.49,7.33,2.98,28.11,42.6,29.5,12.38,0.53,0.4599,0.1579,6.79,17.93,5.3,50.16,10.06,0.43,3.5,20.77,63.5,4.84,30.62,1.57
2009-01-12,88.66,0.2601,5.95,18.65,1.25,94324,26.47,14.09,15.19,7,2.87,28.68,42.25,29.37,11.9,0.5,0.4699,0.1926,6.79,17.3,5.3,48.49,9.62,0.3787,3.36,21.07,62.38,3.99,30.52,1.46
2009-01-13,87.71,0.27,5.81,18.31,1.27,95300,26.4,13.86,15.45,7.18,2.98,28.54,43.52,30.1,11.55,0.52,0.4735,0.19,7.01,17.53,5.04,48.25,9.39,0.33,3.48,21.62,62.92,3.98,29.89,1.49
2009-01-14,85.33,0.27,5.8,16.25,1.21,93150,26.04,13.6,15.65,6.61,2.43,28.07,42.5,28.29,10.82,0.52,0.4699,0.1998,6.34,17.07,4.87,47.24,9.18,0.329,3.3399,21.18,60.9,3.61,28.7,1.39
2009-01-15,83.38,0.2425,5.97,16.23,1.23,92900,26.31,14.19,15.77,6.71,2.56,28.48,41.22,27.93,11.72,0.54,0.4699,0.18,6.34,17.25,5.01,48.28,10.33,0.275,3.42,21.49,63.19,3.59,29.55,1.38
2009-01-16,82.33,0.23,6.55,16.68,1.22,90660,26.27,14.05,15.3,6.91,2.44,28.71,40.79,27.6,12.08,0.56,0.4748,0.17,6.43,17.71,5.26,51.08,10.49,0.33,3.36,21.66,62.74,3.43,29.91,1.46
2009-01-20,78.2,0.23,6.38,15.07,1.23,86250,24.82,13.93,14.95,6.31,2.42,27.75,37.06,26.51,11.24,0.56,0.4888,0.15,6.05,16.59,4.8,43.93,9.79,0.281,3.25,18.94,62,3.12,28.66,1.4201
2009-01-21,82.83,0.23,6.81,13.2,1.2401,88350,25.83,13.26,14.99,6.78,2.35,29.14,40.39,26.25,11.41,0.52,0.5449,0.14,6.33,17.12,5.23,57.51,10.3,0.31,3.41,22.27,63.24,3.53,29.12,1.41
2009-01-22,88.36,0.23,6.78,12.7,1.2,88800,25.37,12.49,14.87,7.6,1.95,28.71,40.7,25.73,11.28,0.52,0.49,0.1459,6.09,16.65,5.04,54.48,10.03,0.3003,3.21,21.37,63.9,3.39,29.68,1.33
2009-01-23,88.36,0.24,6.68,12,1.25,86250,24.62,14.15,14.24,7.68,2.03,28.31,41.24,25.5,11.82,0.5,0.4899,0.14,6.26,17.21,5.1,56.55,10.2,0.286,3.18,21.37,64.71,3.44,29.08,1.27
2009-01-26,89.64,0.24,6.72,11.96,1.21,85001,24.75,14.43,14.76,7.83,1.99,27.67,41.81,25.64,12.47,0.5,0.43,0.0899,6.16,17.53,5.27,55.21,10.55,0.2831,3.15,21.36,65.33,3.5,28.62,1.29
2009-01-27,90.73,0.24,6.75,12.43,1.218,86112,24.98,14.65,14.8705,8.03,2.02,27.75,42.62,25.58,12.93,0.51,0.44,0.07,6.36,18.26,5.5,56.12,10.33,0.309,3.18,21.41,66.31,3.55,29.12,1.3
2009-01-28,94.2,0.24,6.94,13.35,1.15,90300,25.68,14.66,15.27,8.67,2.02,28.04,44.96,25.53,13.51,0.43,0.4255,0.069,6.26,19.09,5.87,61.22,10.75,0.349,3.25,21.74,67.97,3.81,30.22,1.3001
2009-01-29,93,0.2499,6.97,12.63,1.2284,87400,25.25,14.06,14.715,8.08,1.94,27.86,43.45,24.16,12.8,0.51,0.455,0.0632,5.92,18.39,5.46,56.83,10.24,0.32,3.105,20.48,67.83,3.05,29.55,1.3
2009-01-30,90.13,0.24,6.9,12.14,1.245,89502,24.09,13.57,14.2501,8.29,1.76,27.74,42.39,23.15,12.15,0.5,0.439,0.0602,5.92,18.97,5.01,57.52,9.86,0.31,3.09,20.14,67.95,2.81,28.62,1.3
2009-02-02,91.51,0.186,7,11.86,1.25,89400,24.6,13.92,14.83,8.26,1.65,27.86,42.41,21.5,11.98,0.5,0.435,0.0511,5.98,19.14,5.26,60.34,9.99,0.33,3.13,20.06,66.65,2.78,27.57,1.29
2009-02-03,92.98,0.19,6.97,12.35,1.23,90500,24.5,13.58,14.8,8.2,1.58,28.27,40.94,22.3,12.5,0.49,0.42,0.05,5.77,19.39,5.3,58.94,9.87,0.31,3.109,20.1,68.02,2.93,28.27,1.3
2009-02-04,93.55,0.1901,6.44,12.16,1.16,90290,24.71,13.26,14.69,8.49,1.61,28.37,40,22.25,13.06,0.4601,0.415,0.06,5.56,19.4,5.26,58.45,9.5,0.309,3.15,17.18,67.5,2.75,28.1,1.3199
2009-02-05,96.46,0.176,5.88,12.77,1.18,87020,25.63,13.53,14.47,8.39,1.74,28.81,40.37,23.44,13.55,0.45,0.44,0.071,5.66,20.02,5.31,60.34,10.2,0.309,3.24,17.29,69.57,2.65,29.29,1.28
2009-02-06,99.72,0.215,5.42,13.35,1.23,89350,26.64,13.87,14.7875,8.89,1.8,29.22,43.61,23.84,14.06,0.47,0.4399,0.07,6.14,20.63,5.65,61.62,11.04,0.271,3.32,18.31,70.6,2.94,30.08,1.3099
2009-02-09,102.51,0.21,5.44,13.18,1.1834,90000,26.89,14.01,15.35,9.07,2.02,29.35,43.7,24.38,13.96,0.49,0.45,0.07,6.1,20.6,5.65,62.32,11.03,0.28,3.45,17.53,71.17,3.16,30.29,1.23
2009-02-10,97.83,0.192,5.34,12.22,1.19,88100,26.2,13.74,15.63,8.76,1.7,29.25,41.32,24.25,13.18,0.47,0.4401,0.0614,6,19.44,5.4,57.97,9.68,0.28,3.35,15.42,69.94,2.81,28.9,1.21
2009-02-11,96.82,0.2,5.13,12.1,1.25,90400,26.13,13.71,15.94,8.65,1.76,29.61,40.03,23.41,12.83,0.49,0.44,0.065,6.1,19.26,5.23,61.01,10.27,0.29,3.38,15.69,70.05,3.32,28.97,1.25
2009-02-12,99.27,0.19,4.79,12.17,1.24,89182,26.13,13.87,16.17,8.7,1.59,30.11,40.66,23.17,12.93,0.47,0.68,0.065,6.25,19.75,5.32,60.03,10.32,0.295,3.19,15.56,71.61,3.65,29.48,1.25
2009-02-13,99.16,0.1949,4.91,12.2,1.24,88140,26.35,13.71,16.17,8.76,1.52,29.89,39.48,23.24,13.95,0.48,0.7601,0.085,6.32,19.9,5.31,57.59,10.12,0.28,3.15,15.17,72.44,4,29.14,1.27
2009-02-17,94.53,0.19,4.7,11.03,1.2199,84000,25.36,13.11,15.33,7.81,1.5,29.92,37.95,22.12,13.11,0.45,0.7999,0.08,6.14,19.17,5.21,55.39,9.78,0.29,3.1,14.08,72.73,3.14,28.63,1.22
2009-02-18,94.37,0.2,4.75,10.95,1.218,80000,26.04,12.9,14.9,7.55,1.67,30,37.92,21.1,12.86,0.45,0.77,0.0521,5.86,19.47,5.13,57.02,9.45,0.29,3.27,14.08,72.18,2.84,28.94,1.12
2009-02-19,90.64,0.17,4.74,10.91,1.1917,78600,27.7,12.74,15,7.44,1.68,30.38,37.04,20.71,12.66,0.4001,0.78,0.08,5.66,18.7,5.03,55.07,9.17,0.3,3.21,13.7,70.35,2.73,28.63,0.9999
